7.208245460810636e+54, 1.2648552168552957e-12
3.357585068820953e+54, 2.6826957952797272e-12
1.2570046829375988e+54, 7.906043210907701e-12
5.852208040707513e+53, 2.2229964825262002e-11
2.724599153575412e+53, 6.250551925273977e-11
1.5215733606294256e+53, 1.4563484775012445e-10
6.124084997768773e+52, 4.941713361323818e-10
2.464641501770617e+52, 1.7575106248547893e-9
9.918963787183503e+51, 6.250551925273976e-9
4.45177524666949e+51, 2.120950887920188e-8
1.728856855180888e+51, 5.179474679231202e-8
8.051651365226183e+50, 1.2067926406393288e-7
3.1263617992444925e+50, 3.23745754281764e-7
1.5660953521851566e+50, 6.551285568595496e-7
6.783192638672475e+49, 0.0000014563484775012444
3.159336191533864e+49, 0.00000323745754281764
1.1829795730767606e+49, 0.00000868511373751352
3.9719545512826526e+48, 0.000024420530945486497
2.7605106989478047e+48, 0.00003556480306223121
